timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], memory.free [MiB]
2024/11/23 12:25:18.749, 0, NVIDIA RTX A6000, 84 %, 22 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:18.749, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:19.749, 0, NVIDIA RTX A6000, 85 %, 33 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:19.749, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:20.749, 0, NVIDIA RTX A6000, 92 %, 68 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:20.749, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:21.749, 0, NVIDIA RTX A6000, 87 %, 41 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:21.749, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:22.750, 0, NVIDIA RTX A6000, 84 %, 27 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:22.750, 1, NVIDIA RTX A6000, 1 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:23.750, 0, NVIDIA RTX A6000, 83 %, 26 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:23.750, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:24.750, 0, NVIDIA RTX A6000, 87 %, 38 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:24.751, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:25.751, 0, NVIDIA RTX A6000, 87 %, 40 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:25.751, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:26.751, 0, NVIDIA RTX A6000, 92 %, 62 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:26.751, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:27.751, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:27.751, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:28.848, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:28.848, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:29.848, 0, NVIDIA RTX A6000, 97 %, 89 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:29.848, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:30.848, 0, NVIDIA RTX A6000, 90 %, 57 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:30.848, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:31.848, 0, NVIDIA RTX A6000, 92 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:31.848, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:32.848, 0, NVIDIA RTX A6000, 87 %, 39 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:32.849, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:33.963, 0, NVIDIA RTX A6000, 96 %, 85 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:33.964, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:34.964, 0, NVIDIA RTX A6000, 100 %, 99 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:34.964, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:35.964, 0, NVIDIA RTX A6000, 97 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:35.964, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:36.964, 0, NVIDIA RTX A6000, 92 %, 65 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:36.964, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:37.964, 0, NVIDIA RTX A6000, 87 %, 40 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:37.964, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:38.964, 0, NVIDIA RTX A6000, 84 %, 26 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:38.964, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:39.965, 0, NVIDIA RTX A6000, 83 %, 26 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:39.966, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:40.966, 0, NVIDIA RTX A6000, 87 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:40.966, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:41.966, 0, NVIDIA RTX A6000, 88 %, 41 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:41.966, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:42.966, 0, NVIDIA RTX A6000, 92 %, 63 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:42.966, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:44.024, 0, NVIDIA RTX A6000, 93 %, 72 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:44.024, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:45.024, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:45.025, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:46.025, 0, NVIDIA RTX A6000, 98 %, 91 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:46.025, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:47.025, 0, NVIDIA RTX A6000, 100 %, 95 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:47.025, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:48.025, 0, NVIDIA RTX A6000, 96 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:48.025, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:49.149, 0, NVIDIA RTX A6000, 93 %, 74 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:49.149, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:50.149, 0, NVIDIA RTX A6000, 86 %, 41 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:50.149, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:51.149, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:51.149, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:52.149, 0, NVIDIA RTX A6000, 100 %, 88 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:52.149, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:53.150, 0, NVIDIA RTX A6000, 95 %, 75 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:53.150, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:54.233, 0, NVIDIA RTX A6000, 100 %, 88 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:54.233, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:55.233, 0, NVIDIA RTX A6000, 95 %, 75 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:55.233, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:56.233, 0, NVIDIA RTX A6000, 90 %, 58 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:56.233, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:57.233, 0, NVIDIA RTX A6000, 86 %, 36 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:57.234, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:58.234, 0, NVIDIA RTX A6000, 84 %, 21 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:58.234, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:25:59.278, 0, NVIDIA RTX A6000, 84 %, 31 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:25:59.278, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:00.278, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:00.278, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:01.278, 0, NVIDIA RTX A6000, 100 %, 98 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:01.278, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:02.279, 0, NVIDIA RTX A6000, 97 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:02.279, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:03.279, 0, NVIDIA RTX A6000, 87 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:03.279, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:04.393, 0, NVIDIA RTX A6000, 94 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:04.393, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:05.393, 0, NVIDIA RTX A6000, 99 %, 98 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:05.393, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:06.393, 0, NVIDIA RTX A6000, 100 %, 88 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:06.393, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:07.393, 0, NVIDIA RTX A6000, 95 %, 76 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:07.393, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:08.393, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:08.393, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:09.512, 0, NVIDIA RTX A6000, 97 %, 88 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:09.512, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:10.512, 0, NVIDIA RTX A6000, 100 %, 98 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:10.513, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:11.513, 0, NVIDIA RTX A6000, 97 %, 81 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:11.513, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:12.513, 0, NVIDIA RTX A6000, 92 %, 68 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:12.513, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:13.513, 0, NVIDIA RTX A6000, 89 %, 53 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:13.513, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:14.513, 0, NVIDIA RTX A6000, 92 %, 69 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:14.513, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:15.513, 0, NVIDIA RTX A6000, 94 %, 77 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:15.514, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:16.514, 0, NVIDIA RTX A6000, 87 %, 40 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:16.514, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:17.514, 0, NVIDIA RTX A6000, 87 %, 38 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:17.514, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:18.514, 0, NVIDIA RTX A6000, 92 %, 61 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:18.514, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:19.592, 0, NVIDIA RTX A6000, 92 %, 74 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:19.593, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:20.593, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:20.593, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:21.593, 0, NVIDIA RTX A6000, 97 %, 88 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:21.593, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:22.593, 0, NVIDIA RTX A6000, 100 %, 97 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:22.593, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:23.593, 0, NVIDIA RTX A6000, 97 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:23.594, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:24.729, 0, NVIDIA RTX A6000, 92 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:24.729, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:25.729, 0, NVIDIA RTX A6000, 94 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:25.729, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:26.729, 0, NVIDIA RTX A6000, 84 %, 27 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:26.729, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:27.729, 0, NVIDIA RTX A6000, 83 %, 26 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:27.729, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:28.730, 0, NVIDIA RTX A6000, 86 %, 38 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:28.730, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:29.802, 0, NVIDIA RTX A6000, 90 %, 55 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:29.802, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:30.802, 0, NVIDIA RTX A6000, 97 %, 85 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:30.802, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:31.802, 0, NVIDIA RTX A6000, 83 %, 21 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:31.802, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:32.803, 0, NVIDIA RTX A6000, 85 %, 33 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:32.803, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:33.803, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:33.803, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:34.810, 0, NVIDIA RTX A6000, 89 %, 49 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:34.810, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:35.810, 0, NVIDIA RTX A6000, 92 %, 66 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:35.810, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:36.811, 0, NVIDIA RTX A6000, 92 %, 74 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:36.811, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:37.811, 0, NVIDIA RTX A6000, 87 %, 41 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:37.811, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:38.811, 0, NVIDIA RTX A6000, 85 %, 28 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:38.811, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:39.937, 0, NVIDIA RTX A6000, 91 %, 57 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:39.937, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:40.937, 0, NVIDIA RTX A6000, 92 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:40.937, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:41.937, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:41.937, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:42.937, 0, NVIDIA RTX A6000, 96 %, 84 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:42.937, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:43.938, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:43.938, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:45.046, 0, NVIDIA RTX A6000, 98 %, 84 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:45.046, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:46.046, 0, NVIDIA RTX A6000, 93 %, 71 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:46.047, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:47.047, 0, NVIDIA RTX A6000, 87 %, 44 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:47.047, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:48.047, 0, NVIDIA RTX A6000, 85 %, 30 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:48.047, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:49.047, 0, NVIDIA RTX A6000, 84 %, 28 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:49.047, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:50.048, 0, NVIDIA RTX A6000, 87 %, 41 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:50.049, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:51.049, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:51.049, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:52.049, 0, NVIDIA RTX A6000, 91 %, 61 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:52.049, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:53.049, 0, NVIDIA RTX A6000, 92 %, 74 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:53.049, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:54.049, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:54.049, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:55.086, 0, NVIDIA RTX A6000, 97 %, 87 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:55.087, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:56.087, 0, NVIDIA RTX A6000, 100 %, 98 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:56.087, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:57.087, 0, NVIDIA RTX A6000, 92 %, 65 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:57.087, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:58.087, 0, NVIDIA RTX A6000, 93 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:58.087, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:26:59.087, 0, NVIDIA RTX A6000, 95 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:26:59.087, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:00.208, 0, NVIDIA RTX A6000, 99 %, 99 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:00.208, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:01.208, 0, NVIDIA RTX A6000, 100 %, 89 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:01.208, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:02.208, 0, NVIDIA RTX A6000, 95 %, 75 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:02.209, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:03.209, 0, NVIDIA RTX A6000, 90 %, 55 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:03.209, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:04.209, 0, NVIDIA RTX A6000, 85 %, 35 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:04.209, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:05.308, 0, NVIDIA RTX A6000, 84 %, 22 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:05.308, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:06.308, 0, NVIDIA RTX A6000, 86 %, 35 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:06.308, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:27:07.308, 0, NVIDIA RTX A6000, 92 %, 67 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:27:07.308, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
