timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], memory.free [MiB]
2024/11/23 12:28:57.473, 0, NVIDIA RTX A6000, 97 %, 90 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:57.473, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:58.474, 0, NVIDIA RTX A6000, 100 %, 95 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:58.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:28:59.474, 0, NVIDIA RTX A6000, 96 %, 78 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:28:59.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:00.474, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:00.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:01.474, 0, NVIDIA RTX A6000, 91 %, 58 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:01.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:02.474, 0, NVIDIA RTX A6000, 85 %, 24 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:02.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:03.475, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:03.475, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:04.475, 0, NVIDIA RTX A6000, 96 %, 83 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:04.475, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:05.475, 0, NVIDIA RTX A6000, 81 %, 42 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:05.475, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:06.516, 0, NVIDIA RTX A6000, 92 %, 69 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:06.516, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:07.516, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:07.516, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:08.516, 0, NVIDIA RTX A6000, 95 %, 82 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:08.516, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:09.517, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:09.517, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:10.517, 0, NVIDIA RTX A6000, 99 %, 87 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:10.517, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:11.668, 0, NVIDIA RTX A6000, 92 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:11.668, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:12.668, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:12.668, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:13.668, 0, NVIDIA RTX A6000, 84 %, 32 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:13.668, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:14.668, 0, NVIDIA RTX A6000, 85 %, 27 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:14.668, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:15.668, 0, NVIDIA RTX A6000, 87 %, 39 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:15.669, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:16.763, 0, NVIDIA RTX A6000, 91 %, 61 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:16.763, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:17.763, 0, NVIDIA RTX A6000, 95 %, 81 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:17.763, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:18.763, 0, NVIDIA RTX A6000, 84 %, 22 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:18.763, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:19.763, 0, NVIDIA RTX A6000, 84 %, 28 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:19.763, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:20.763, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:20.764, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:21.764, 0, NVIDIA RTX A6000, 88 %, 45 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:21.764, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:22.764, 0, NVIDIA RTX A6000, 92 %, 65 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:22.764, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:23.764, 0, NVIDIA RTX A6000, 92 %, 72 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:23.764, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:24.764, 0, NVIDIA RTX A6000, 94 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:24.764, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:25.765, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:25.765, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:26.867, 0, NVIDIA RTX A6000, 90 %, 58 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:26.867, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:27.867, 0, NVIDIA RTX A6000, 92 %, 72 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:27.867, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:28.867, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:28.867, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:29.867, 0, NVIDIA RTX A6000, 97 %, 89 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:29.867, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:30.867, 0, NVIDIA RTX A6000, 100 %, 95 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:30.868, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:31.971, 0, NVIDIA RTX A6000, 96 %, 77 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:31.971, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:32.971, 0, NVIDIA RTX A6000, 91 %, 63 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:32.971, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:33.971, 0, NVIDIA RTX A6000, 86 %, 39 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:33.971, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:34.971, 0, NVIDIA RTX A6000, 85 %, 24 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:34.971, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:35.971, 0, NVIDIA RTX A6000, 84 %, 27 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:35.971, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:36.981, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:36.981, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:37.981, 0, NVIDIA RTX A6000, 87 %, 44 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:37.982, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:38.982, 0, NVIDIA RTX A6000, 92 %, 64 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:38.982, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:39.982, 0, NVIDIA RTX A6000, 92 %, 71 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:39.982, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:40.982, 0, NVIDIA RTX A6000, 95 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:40.982, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:42.036, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:42.036, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:43.036, 0, NVIDIA RTX A6000, 90 %, 57 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:43.036, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:44.037, 0, NVIDIA RTX A6000, 58 %, 14 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:44.037, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:45.037, 0, NVIDIA RTX A6000, 84 %, 31 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:45.037, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:46.037, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:46.037, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:47.092, 0, NVIDIA RTX A6000, 88 %, 46 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:47.092, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:48.092, 0, NVIDIA RTX A6000, 85 %, 32 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:48.092, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:49.092, 0, NVIDIA RTX A6000, 85 %, 28 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:49.092, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:50.092, 0, NVIDIA RTX A6000, 87 %, 41 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:50.092, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:51.092, 0, NVIDIA RTX A6000, 87 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:51.093, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:52.121, 0, NVIDIA RTX A6000, 90 %, 58 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:52.122, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:53.122, 0, NVIDIA RTX A6000, 92 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:53.122, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:54.122, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:54.122, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:55.122, 0, NVIDIA RTX A6000, 96 %, 84 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:55.122, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:56.122, 0, NVIDIA RTX A6000, 88 %, 45 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:56.122, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:57.267, 0, NVIDIA RTX A6000, 92 %, 65 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:57.267, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:58.267, 0, NVIDIA RTX A6000, 93 %, 72 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:58.267, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:29:59.267, 0, NVIDIA RTX A6000, 94 %, 80 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:29:59.267, 1, NVIDIA RTX A6000, 1 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:00.268, 0, NVIDIA RTX A6000, 98 %, 95 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:00.268, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:01.268, 0, NVIDIA RTX A6000, 100 %, 89 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:01.268, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:02.401, 0, NVIDIA RTX A6000, 95 %, 75 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:02.401, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:03.401, 0, NVIDIA RTX A6000, 91 %, 58 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:03.401, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:04.401, 0, NVIDIA RTX A6000, 85 %, 35 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:04.401, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:05.402, 0, NVIDIA RTX A6000, 84 %, 22 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:05.402, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:06.402, 0, NVIDIA RTX A6000, 84 %, 32 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:06.402, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:07.423, 0, NVIDIA RTX A6000, 93 %, 71 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:07.423, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:08.423, 0, NVIDIA RTX A6000, 89 %, 49 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:08.423, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:09.424, 0, NVIDIA RTX A6000, 85 %, 30 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:09.424, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:10.424, 0, NVIDIA RTX A6000, 84 %, 28 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:10.424, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:11.424, 0, NVIDIA RTX A6000, 87 %, 42 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:11.424, 1, NVIDIA RTX A6000, 1 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:12.473, 0, NVIDIA RTX A6000, 86 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:12.473, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:13.473, 0, NVIDIA RTX A6000, 91 %, 59 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:13.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:14.474, 0, NVIDIA RTX A6000, 92 %, 74 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:14.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:15.474, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:15.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:16.474, 0, NVIDIA RTX A6000, 92 %, 64 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:16.474, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:17.611, 0, NVIDIA RTX A6000, 89 %, 49 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:17.611, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:18.611, 0, NVIDIA RTX A6000, 92 %, 65 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:18.611, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:19.611, 0, NVIDIA RTX A6000, 93 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:19.611, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:20.611, 0, NVIDIA RTX A6000, 94 %, 79 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:20.611, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:21.611, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:21.612, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:22.730, 0, NVIDIA RTX A6000, 100 %, 89 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:22.730, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:23.730, 0, NVIDIA RTX A6000, 95 %, 76 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:23.730, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:24.730, 0, NVIDIA RTX A6000, 89 %, 53 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:24.731, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:25.731, 0, NVIDIA RTX A6000, 84 %, 33 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:25.731, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:26.731, 0, NVIDIA RTX A6000, 85 %, 24 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:26.731, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:27.742, 0, NVIDIA RTX A6000, 86 %, 36 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:27.742, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:28.742, 0, NVIDIA RTX A6000, 87 %, 37 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:28.742, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:29.742, 0, NVIDIA RTX A6000, 90 %, 53 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:29.742, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:30.742, 0, NVIDIA RTX A6000, 91 %, 69 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:30.742, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:31.742, 0, NVIDIA RTX A6000, 94 %, 78 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:31.742, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:32.791, 0, NVIDIA RTX A6000, 95 %, 81 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:32.792, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:33.792, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:33.792, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:34.792, 0, NVIDIA RTX A6000, 99 %, 88 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:34.792, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:35.792, 0, NVIDIA RTX A6000, 95 %, 76 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:35.792, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:36.792, 0, NVIDIA RTX A6000, 89 %, 53 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:36.792, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:37.938, 0, NVIDIA RTX A6000, 97 %, 87 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:37.938, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:38.939, 0, NVIDIA RTX A6000, 89 %, 48 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:38.939, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:39.939, 0, NVIDIA RTX A6000, 92 %, 67 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:39.939, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:40.939, 0, NVIDIA RTX A6000, 94 %, 77 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:40.939, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:41.939, 0, NVIDIA RTX A6000, 90 %, 57 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:41.939, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:43.008, 0, NVIDIA RTX A6000, 100 %, 100 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:43.008, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:44.008, 0, NVIDIA RTX A6000, 98 %, 85 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:44.008, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:45.009, 0, NVIDIA RTX A6000, 94 %, 73 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:45.009, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
2024/11/23 12:30:46.009, 0, NVIDIA RTX A6000, 88 %, 47 %, 49140 MiB, 25073 MiB, 23498 MiB
2024/11/23 12:30:46.009, 1, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 15 MiB, 48555 MiB
